ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0051937,catecholamine transport,28/4355,62/17400,0.45161290322580644,1.8043776156438651,3.665983482971932,4.3873741474610505e-4,0.007689712138906946,0.0061372214479617675,SNCA/CHRNA6/PRKN/CXCL12/SLC22A3/KCNA2/STX1A/SYT1/MAPK15/HTR2A/SLC29A4/VIP/KCNB1/ADRA2A/NPY2R/DRD4/SNCG/GRM2/ABAT/FFAR3/ADRA2B/SLC18A1/ADORA2A/GNAT1/DRD2/GHSR/SYT4/CHRNA4,28
GO:0010810,regulation of cell-substrate adhesion,79/4355,225/17400,0.3511111111111111,1.40283199387677,3.513994069048891,4.418932975029751e-4,0.007718739954755545,0.006160388782550554,LIMS2/PLPP3/CORO2B/FN1/GFUS/CD36/FZD4/ECM2/FERMT2/VIT/CEACAM6/EGFLAM/LEF1/KANK1/CALR/FAM107A/POSTN/CDH13/UTRN/ONECUT2/DLC1/CDKN2A/CX3CL1/TEK/HOXA7/NPNT/COL1A1/RELL2/ARHGAP6/MMP14/PTPN1/PIK3R1/CCR7/BCL6/MDK/ITGB1BP1/BST1/RAC3/RHOD/SKAP1/NRP1/DMP1/CCN1/PLAU/PHLDB2/DDR1/SFRP1/MMP12/ACVRL1/NPY2R/NEDD9/CCDC80/CCL21/DMTN/GPM6B/AGR2/UNC13D/RAC2/PREX1/FBLN2/APOA1/CCL28/LIMCH1/EGFL6/ABI3BP/VWC2/CSPG5/SPOCK2/CD3E/OLFM4/ONECUT1/CAMSAP3/NDNF/SERPINE1/GREM1/COL26A1/FGB/NPY/PLG,79
GO:0001659,temperature homeostasis,67/4355,185/17400,0.3621621621621622,1.446985446985447,3.5315057380181996,4.4288874801005635e-4,0.007718739954755545,0.006160388782550554,ADAMTS5/CAV1/LEPR/MFAP2/CD36/LEP/ADRB2/FABP4/G0S2/EDNRB/ALDH1A1/EPAS1/ACSL1/OXTR/EGR1/EBF2/FOXO1/ARRDC3/CIDEA/ACADL/ADIPOQ/HOXC10/HADH/FFAR4/MCRIP2/QKI/HTR2A/TLR4/EDN2/NOD2/SFXN5/NMU/LAMA4/LGR4/NOVA2/CXCR4/PER2/PTGS2/MAP2K6/NTSR1/ABHD6/TRPM2/CLSTN3/NPR3/PRDM16/IL18/ADRB3/PPARGC1A/PLCL2/PEMT/FABP5/ID1/ELOVL3/PRLR/ABAT/WNT10B/ALPL/GADD45G/SCD/PTGER3/DRD2/ADRB1/LCN2/SLN/FGF21/ACTN3/TNFSF11,67
GO:0090087,regulation of peptide transport,76/4355,215/17400,0.35348837209302325,1.4123301204175902,3.51498684983812,4.465054136782177e-4,0.007759912905694193,0.006193249247677467,BMP8A/TFR2/CRHBP/ACVR1C/TRPA1/GNAI1/NNAT/LEP/RBP4/SLC25A22/CAMP/MLXIPL/GPLD1/GPR68/PRKN/RAPGEF3/PRKD1/FOXO1/BRSK2/SCT/ITSN1/UQCC2/HADH/FFAR4/PASK/STX1A/SLC30A8/NMU/IL6/NKX6-1/ECRG4/KCNB1/PER2/F2RL2/ADRA2A/ACSL4/IRS2/SOX4/NPY2R/SREBF1/UCN/TRPM5/CCN3/HMGA2/S100A8/IFNG/KCNA5/ADCY8/ABAT/FFAR3/BLK/SYT7/CCL5/FAM3D/MYRIP/F2/KCNJ11/TRH/ILDR1/DOC2B/ADCY5/PDX1/RASL10B/EPHA5/DRD2/SSTR5/GHSR/NR1H4/ABCA12/MTNR1B/FGB/TNFSF11/CA2/UCN3/GHRHR/HTR2C,76
GO:0048511,rhythmic process,101/4355,300/17400,0.33666666666666667,1.3451205510907003,3.4839151989393877,4.5075292357775676e-4,0.007798639410316502,0.0062241571842138795,INHBA/CDK1/DTL/EZH2/TOP2A/CBX3/TIMELESS/PARP1/NLGN1/PPARG/PCNA/NTRK2/CDK5/LEP/STAT5B/SLIT3/FZD4/GDF10/CGA/KDM5B/HLF/SIAH2/NR2F6/PROKR1/EGR1/LHCGR/BMPR1B/PPP1CA/SCN9A/TYRO3/ROGDI/KLF9/PROX1/NOTCH4/MAGED1/KCNA2/ADAMTS1/ADIPOQ/PER1/STAT5A/CDK5R1/RPE65/KLF10/TEF/KAT2B/PDGFRA/CRY2/SCN11A/ID4/PPARA/NMU/SLC6A4/NPR2/LGR4/ABCB1/IGF1/MYCBP2/MDK/AMH/PER2/F7/MAPK10/EGR3/SLIT2/NPY2R/GAS2/SREBF1/DRD4/CA12/TGFB3/BHLHE41/TWIST1/SERPINF1/PTN/PPARGC1A/SIX3/NR5A2/ESR1/MMP19/AFP/ROBO2/ID1/PLN/GPR149/USP2/PTX3/MSTN/ADCY1/OPN4/GDF9/HES7/NGFR/ADORA2A/AGRP/DRD2/ADRB1/PRKCG/NFILZ/MTNR1B/GHRHR/NKX2-1,101
GO:0007596,blood coagulation,84/4355,242/17400,0.34710743801652894,1.3868356880568549,3.501346301963017,4.512547129292561e-4,0.007798639410316502,0.0062241571842138795,CAV1/COMP/PROC/ANGPT4/SVEP1/FN1/ANGPTL7/CD36/HBB/F10/F8/PEAR1/PRRG3/F12/PROS1/ANGPTL1/F11R/VAV2/P2RY12/PLA2G4A/ANGPTL2/TYRO3/MMRN1/VWF/TFPI/ANO6/SLC7A11/PLAUR/HTR2A/TLR4/ANGPT1/MYL9/PDGFRA/FAP/SAA1/IL6/SLC6A4/PTPN6/STXBP1/SERPING1/EMILIN2/CSRP1/F7/F2RL2/ST3GAL4/C1QTNF1/SLC4A1/ANGPTL6/PLAU/ANGPTL4/PDGFA/ADRA2A/F2R/HSPB1/SERPINE2/RASA3/F3/ADAMTS18/PROZ/PF4/VAV3/EDN1/LCK/COL3A1/SHH/THBD/HGFAC/SELP/DGKI/SERPINC1/ADRA2B/F13A1/F2/DGKB/SERPIND1/CTSG/SERPINE1/ADORA2A/F13B/KNG1/FGB/GP9/PLG/PRSS56,84
GO:0050881,musculoskeletal movement,30/4355,68/17400,0.4411764705882353,1.7626798136016748,3.640881548476632,4.558031688665709e-4,0.007821702214883413,0.006242563795057224,COMP/CCDC78/SCN4A/DMD/TNNT1/CA3/PRKD1/SYNM/TNNT3/CAV3/KCNJ2/MB/MYH3/ASCL1/ADGRD1/REM1/GSTM2/TTN/TNNI3/KBTBD13/STAC3/ATP2A1/SLC8A3/TNNC2/ACTN3/STRIT1/MYH8/CHRND/TNNI2/CHRNG,30
GO:0051279,regulation of release of sequestered calcium ion into cytosol,35/4355,83/17400,0.42168674698795183,1.6848104242457778,3.6133269671194475,4.5638184896927623e-4,0.007821702214883413,0.006242563795057224,CXCL11/SNCA/CEMIP/ATP1A2/DMD/CXCL10/AKAP6/CXCL9/PRKD1/BAX/TRDN/CX3CL1/ANK2/CASQ2/CAPN3/JPH2/PTPN6/CLIC2/CXCR3/P2RY6/JPH3/CD19/GSTM2/NTSR1/LIME1/F2R/CORO1A/HRC/JPH4/ASPH/PLN/HAP1/F2/DHRS7C/METTL21C,35
GO:0070509,calcium ion import,35/4355,83/17400,0.42168674698795183,1.6848104242457778,3.6133269671194475,4.5638184896927623e-4,0.007821702214883413,0.006242563795057224,PLPP4/SLC24A2/CDK5/ITPRIPL1/PKD2/CXCL12/CAV3/CACNA2D1/PRNP/P2RX5/SLC8A2/CACNA1B/CACNA1H/CACNA1E/FCRL3/TRPM1/ATP2B4/TRPM2/AKAP5/UCN/CACNA1I/MS4A1/PLN/CACNA1D/ATP2A1/SLC24A4/ATP2C2/EGF/SLC8A3/SLC24A5/PPP3R2/SLN/EPPIN/STRIT1/SPINK1,35
GO:0007613,memory,50/4355,130/17400,0.38461538461538464,1.5366952221142807,3.548848162177826,4.7190529158450513e-4,0.00804319019017447,0.006419335139402389,SLC24A2/SLC2A4/FEN1/SLC17A7/RELN/ROGDI/TACR1/ACSS2/CEBPA/LMX1A/FOS/NPAS4/VLDLR/PRNP/FOXO6/HTR2A/KAT2B/TH/SLC6A4/SLC8A2/SHANK3/RCAN1/MDK/S100B/NTF4/SCN2A/PAK5/CCND2/JPH3/RCAN2/SLC1A1/SGK1/SERPINF1/PTN/NETO1/CHRNA7/CAMK4/ADCY8/KCTD16/PTCHD1/BRINP1/ADCY1/RASGRF1/CSMD1/SLC8A3/DRD2/LCN2/CUX2/SYT4/SORCS3,50
GO:0051983,regulation of chromosome segregation,50/4355,130/17400,0.38461538461538464,1.5366952221142807,3.548848162177826,4.7190529158450513e-4,0.00804319019017447,0.006419335139402389,NUF2/CCNB1/UBE2C/CDK1/PLK1/CDCA8/SKA1/SPC24/SPC25/BUB1/CENPF/KIF2C/NDC80/TACC3/ZWINT/CDC20/CENPE/KNL1/DLGAP5/SKA3/NCAPG/NCAPH/TRIP13/RMI2/BUB1B/AURKB/ESPL1/TTK/MAD2L1/CDC6/BIRC5/ZWILCH/HASPIN/NCAPG2/KNTC1/SMC4/GEN1/SPDL1/USP44/IHO1/RAD21/HORMAD1/MAP3K20/MAPK15/KAT2B/DUSP1/FBXO5/ANAPC11/DPF1/TEX14,50
GO:0048880,sensory system development,141/4355,440/17400,0.32045454545454544,1.2803465191524894,3.441460303767031,4.7354361935047606e-4,0.008048940584948889,0.006423924575977685,INHBA/MYOM1/SOX12/SPRY2/KLF4/NTRK2/MFAP2/TGFBR2/ANGPTL7/CHRDL1/ALDH1A2/SLC17A7/FZD4/RBP4/CDKN1C/LHX2/LPCAT1/KDM5B/FBN2/BMPR1B/P2RY12/MAB21L1/TMOD1/BAK1/BAX/RHOJ/BMP6/ABCB5/CLCN2/MYOM2/SAMD11/AQP1/PROX1/NECTIN3/FOXP2/FGF2/ARHGEF15/PTPRM/FOS/EGFR/EFEMP1/SPRY1/WT1/RPE65/COL5A1/THRB/SEMA3A/TMEM215/CRYAB/PDGFRA/TH/RARA/MAF/ZEB2/CRYBG3/CYP1A1/PAX6/MEIS2/SLC44A4/JUN/EPHB1/COL5A2/VIM/PER2/FZD5/MITF/RP1L1/CLDN19/MFAP5/SHROOM2/NRP1/SPRED3/VSTM4/CRB2/LHX1/GATA3/CRYBA2/ATP2B4/SOX4/ACVRL1/SOX11/RAB11FIP4/TMEM132E/LCTL/SLC1A1/SLITRK6/NFIB/SLC25A25/GNGT1/BFSP2/PLAAT3/ADAMTS18/PAX2/TWIST1/WNT7B/SERPINF1/SCO2/SIX3/POU4F1/TENM3/ALDH1A3/SHH/HCN1/IRX5/GPM6A/LAMA1/VAX2/CPAMD8/STRA6/NDP/RD3/GRHL3/CLDN3/OPN4/FBN3/FASLG/MFSD2A/VAX1/PLAAT1/LAMC3/CNGA3/OLFM3/GNAT1/LENEP/DRD2/RP1/SOX2/DLX2/WNT7A/FOXE3/SLC38A8/UNC45B/IHH/PTF1A/MTNR1B/RAX/SLC17A8/NEUROD4/PRSS56/SLC17A6/AQP5,141
GO:0045165,cell fate commitment,100/4355,297/17400,0.3367003367003367,1.3452550765983602,3.46749889965061,4.776428466312191e-4,0.008096373403033843,0.006461781091700213,TNXB/SPRY2/PPARG/KLF4/FOXP3/PITX1/TAL1/EPAS1/BMP2/EBF2/TBX15/ONECUT2/PROX1/NOTCH4/FGF2/HOXC10/MNX1/STAT5A/WT1/CYP26B1/HOXA2/SOX17/RARA/IL6/ETS2/ASCL1/RUNX2/PAX6/IL12B/SIX2/PAX7/MITF/GATA5/NRP1/PTCH1/MEF2C/SOX5/ESRP1/GATA4/NKX2-2/GAS1/GATA3/SFRP1/SOCS3/NFIB/NODAL/PTCH2/PAX2/EOMES/WNT7B/SLAMF8/DKK1/EDN1/POU4F1/PRDM12/SHH/FOXA1/MYL2/TBX18/SLAMF6/ARX/OLIG1/TRIM15/IL12RB1/SOSTDC1/ISL2/DMRTA2/BATF/SFRP2/SPDEF/WNT10B/FEZF2/WNT8A/MYOG/NKX2-3/NKX2-5/WNT11/ONECUT1/TBX1/FOXI3/FOXG1/TBR1/FGF8/SOX6/LBX1/GCM1/TBX20/OLIG2/SOX2/DLX2/POU3F2/TLX3/WNT7A/ELF5/IHH/PTF1A/FEV/NEUROD4/LHX3/NKX2-1,100
GO:0031214,biomineral tissue development,65/4355,179/17400,0.36312849162011174,1.4508463270240974,3.503160618698699,4.917712351954431e-4,0.008313083694410401,0.006634739327874098,IBSP/CLEC3B/COMP/MMP13/SLC20A1/TUFT1/ISG15/LEP/KL/DDR2/ADRB2/BMP2/FBN2/BMPR1B/BMP6/PTH1R/FAM83H/ROGDI/KLK4/GPC3/ANO6/FGFR3/S1PR1/KLF10/COL1A1/NOTUM/PPARA/LGR4/FBXO5/RUNX2/IGF1/ITGB1BP1/NELL1/SPP1/DMP1/WLS/CCN1/MEF2C/CCDC154/COL1A2/CYP27B1/PKDCC/GPM6B/TWIST1/PTN/ASPN/SLC24A4/ECM1/WNT10B/ALPL/SMPD3/WNT11/OSR1/TBX1/GREM1/DSPP/ODAPH/RSPO2/ENAM/CER1/ACTN3/WDR72/AMTN/AHSG/AMBN,65
GO:0002790,peptide secretion,90/4355,263/17400,0.34220532319391633,1.3672497413488276,3.4674176576748517,4.93763472143008e-4,0.008324017989506242,0.006643466077220279,BMP8A/TFR2/CRHBP/ACVR1C/TRPA1/GNAI1/NNAT/LEP/RBP4/SLC25A22/CAMP/VGF/MLXIPL/GPLD1/GPR68/ILDR2/TOR2A/PRKN/RAPGEF3/PRKD1/FOXO1/BRSK2/SCT/RAB3A/ITSN1/AQP1/UQCC2/HADH/FFAR4/PASK/STX1A/SLC30A8/VIP/NMU/IL6/NKX6-1/ECRG4/KCNB1/PER2/F2RL2/ABCA1/ADRA2A/ACSL4/IRS2/SOX4/NPY2R/SREBF1/UCN/TRPM5/CCN3/HMGA2/S100A8/EDN1/RIMS2/GAL/IFNG/KCNA5/ADCY8/EDN3/ABAT/FFAR3/BLK/SYT7/CCL5/FAM3D/MYRIP/F2/SMPD3/KCNJ11/TRH/ILDR1/DOC2B/ADCY5/PDX1/RASL10B/EPHA5/DRD2/SSTR5/PTPRN2/GHSR/NR1H4/CWH43/ABCA12/MTNR1B/FGB/CRHR1/TNFSF11/UCN3/GHRHR/HTR2C,90
GO:0045987,positive regulation of smooth muscle contraction,16/4355,29/17400,0.5517241379310345,2.2043628013777266,3.750404438701587,4.986120522696918e-4,0.008382915128784193,0.006690472360403673,ADRA1A/MYOCD/TACR1/SPX/NPNT/KIT/EDN2/NMU/F2R/NPY2R/EDN1/EDN3/ABAT/ADRA2B/TACR3/GHSR,16
GO:2000241,regulation of reproductive process,71/4355,199/17400,0.35678391959798994,1.4254971758909356,3.488032751946176,5.00105231379201e-4,0.008385233242664273,0.006692322465838916,INHBA/AURKA/PKMYT1/CDC25C/ZWINT/CDC20/KNL1/TRIP13/ASPM/TTK/RAD51AP1/ACVR1C/FBXO43/CDC25A/EDNRB/SULF1/BAX/CALR/TACR1/IHO1/CCDC87/HORMAD1/WT1/UMODL1/KIT/MAPK15/DUSP1/HYAL3/NPR2/CDC25B/ABCB1/FBXO5/IGF1/SYCE3/CACNA1H/ANAPC11/TIMP1/PLA2G10/SFRP1/NODAL/SYCP2/MAEL/PTGDR2/SERPINF1/ZFPM2/RNASE10/ESR1/TEX11/MSX1/SHH/BNC1/TPPP2/STRA8/GPR149/OVOL1/DAZL/YBX3/NOX5/GDF9/DMRT1/TACR3/ASTL/GCM1/SPATA22/CRISP1/ELF5/ZP4/FAM170B/EPPIN/SPINK1/HOXD13,71
GO:0035265,organ growth,64/4355,176/17400,0.36363636363636365,1.452875482726229,3.4890108296671722,5.180719610269207e-4,0.008663003305063673,0.006914012999081893,CCNB1/CDK1/POC1A/COMP/MMP13/SPRY2/LEPR/FLVCR1/ACACB/TGFBR2/LEP/ADRA1A/RBP4/DDR2/CGA/AKAP6/TGFBR3/PROX1/FGF2/CAV3/YAP1/FGFR3/WT1/S1PR1/FGF7/DUSP6/PI16/PPARA/RARA/SLC6A4/NPR2/FBLN5/IGF1/BASP1/RGS4/NRG1/MEF2C/GATA4/OSTN/PAK1/MAEL/ZFPM2/EDN1/ESR1/CACNA2D2/SHH/COL14A1/PRLR/ARX/CLDN18/ECM1/NLGN4X/IGF2/RGS2/NKX2-5/YBX3/SMPD3/PSAPL1/FGF8/MYH6/TBX20/RSPO2/MIR222/CER1,64
GO:0032098,regulation of appetite,14/4355,24/17400,0.5833333333333334,2.330654420206659,3.7690350820553653,5.249152032921167e-4,0.008753774562717859,0.00698645827392061,LEP/SCT/SCTR/SLC22A3/SPX/GDF15/PPARA/NOD2/HTR4/UCN/GFRAL/GHSR/NPY/HTR2C,14
GO:0002548,monocyte chemotaxis,24/4355,51/17400,0.47058823529411764,1.8801918011751197,3.6371345335447622,5.282388040444381e-4,0.008785520109201448,0.0070117946513086,ANXA1/CXCL10/S100A7/CXCL12/ANO6/S100A14/DUSP1/IL6/CXCL17/SLIT2/CCN3/CCL23/PF4/SLAMF8/CCL7/DEFB124/CCL5/CX3CR1/CTSG/SERPINE1/CALCA/GREM1/CCL1/TNFSF11,24
GO:0001503,ossification,139/4355,434/17400,0.32027649769585254,1.2796351457882513,3.4086394812946583,5.307461770788119e-4,0.008803556561894396,0.007026189690071134,CCN4/IBSP/BMP8A/CLEC3B/COMP/MMP13/CLEC5A/PPARG/IGSF10/TUFT1/CHRDL1/CAT/ISG15/LEP/TMCO1/KL/SCUBE3/GDF10/KREMEN2/DDR2/ADRB2/CTHRC1/FERMT2/GPLD1/LEF1/H3-3A/CRIM1/BMP2/FBN2/BMPR1B/PRKD1/CREB3L1/BMP6/PTH1R/ROGDI/TACR1/CDH11/ALYREF/GPC3/FGF2/PTPRB/ANO6/CEBPA/TWIST2/FFAR4/YAP1/PENK/EGFR/SEMA7A/SUCO/FGFR3/EGR2/S1PR1/NPNT/HOXA2/KLF10/BMP3/SMAD9/COL1A1/NOTUM/DLX5/ID4/MMP14/HSPE1/ZBTB16/IL6/EBP/NPR2/LGR4/FBXO5/RUNX2/IGF1/MDK/CLEC3A/NELL1/SIX2/SPP1/TP63/PTCH1/VCAN/DMP1/DHRS3/CCN1/MEF2C/KAZALD1/MAP2K6/CLEC11A/OSTN/SFRP1/SOX11/CCDC154/COL1A2/CYP27B1/PKDCC/CCN3/GDPD2/GPM6B/TWIST1/WNT7B/SCX/PTN/DKK1/COL13A1/IFITM1/ERFE/LRP4/SHH/ASPN/ID1/CHRD/BAMBI/ECM1/IGF2/SFRP2/WNT10B/ALPL/MYOG/SMPD3/SLC34A1/WNT11/MIR125B1/BMP5/OSR1/CBS/CALCR/GREM1/CHRDL2/MIR205/COL2A1/SOX2/RSPO2/CER1/IHH/ACTN3/RYR1/TNFSF11/AHSG/SOST/PANX3,139
GO:0002791,regulation of peptide secretion,75/4355,213/17400,0.352112676056338,1.406833654048285,3.4517617877677393,5.52363559408437e-4,0.00913762925684492,0.00729281580969597,BMP8A/TFR2/CRHBP/ACVR1C/TRPA1/GNAI1/NNAT/LEP/RBP4/SLC25A22/CAMP/MLXIPL/GPLD1/GPR68/PRKN/RAPGEF3/PRKD1/FOXO1/BRSK2/SCT/ITSN1/UQCC2/HADH/FFAR4/PASK/STX1A/SLC30A8/NMU/IL6/NKX6-1/ECRG4/KCNB1/PER2/F2RL2/ADRA2A/ACSL4/IRS2/SOX4/NPY2R/SREBF1/UCN/TRPM5/CCN3/HMGA2/S100A8/IFNG/KCNA5/ADCY8/ABAT/FFAR3/BLK/SYT7/CCL5/FAM3D/MYRIP/F2/KCNJ11/TRH/ILDR1/DOC2B/ADCY5/PDX1/RASL10B/EPHA5/DRD2/SSTR5/GHSR/NR1H4/ABCA12/MTNR1B/FGB/TNFSF11/UCN3/GHRHR/HTR2C,75
GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,25/4355,54/17400,0.46296296296296297,1.8497257303227452,3.61335107680289,5.540176206023296e-4,0.009140552049777635,0.007295148514373412,ADRA1A/ADRB2/MME/EDNRB/AVPR2/OXTR/TACR1/PCSK5/EDN2/CMA1/NOX1/MAS1/AVPR1A/F2R/CORIN/ADRB3/EDN1/HSD11B2/EDN3/AGT/SUCNR1/CTSG/RASL10B/AVPR1B/ADRB1,25
GO:0050829,defense response to Gram-negative bacterium,38/4355,93/17400,0.40860215053763443,1.6325321284396874,3.5338437988830305,5.628110712257658e-4,0.009260936429983544,0.007391228261814297,TSLP/CAMP/H2BC12/DEFB132/PRKD1/AQP1/H2BC11/RNASE7/PYCARD/TLR4/ELANE/HMGB2/VIP/IL6/IL12B/LALBA/RARRES2/ROMO1/PRB3/ADM/SELP/SLC11A1/F2/LCE3A/CTSG/SERPINE1/CALCA/AZU1/TREM1/IGHM/UMOD/FCN2/CST11/NPY/DEFB126/DEFB118/LYPD8/RNASE8,38
GO:0042742,defense response to bacterium,108/4355,326/17400,0.3312883435582822,1.323631958189233,3.408213124473832,5.685960759069432e-4,0.009331310136966201,0.007447394086498591,ADAMTS5/TSLP/STAB2/ISG15/CD36/CAMP/VGF/H2BC12/DEFB132/H2BC6/PRKD1/MMRN2/IL33/IGHE/H2BC21/AQP1/H2BC11/H2BC4/GBP5/IGHG1/IGHG3/RNASE7/PYCARD/TLR4/S100A14/H2BC7/SHARPIN/LTA/ELANE/HMGB2/NOD2/VIP/IL6/SLC9A9/OAS3/EMILIN2/IL12B/LALBA/EVPL/IGHG4/FCGR1A/RARRES2/RNASE1/OAS2/OAS1/IGHG2/BCL3/PGLYRP4/H2BC8/ROMO1/PRB3/CCL20/S100A9/IL18/SLAMF8/TF/S100A8/RNASE10/ADM/RNASE13/SELP/ANXA3/DEFB124/WFDC3/WFDC13/SLC11A1/PGLYRP2/PPBP/NLRP6/SIGLEC16/H2BC10/PRG2/F2/JCHAIN/ZG16/GSDMC/LCE3A/CTSG/LPO/SERPINE1/CALCA/AZU1/KLK3/TREM1/IGHM/IFNE/IGHA2/TRAV27/PGLYRP3/NR1H4/UMOD/WFDC10B/IGKV3-20/LCN2/FCN2/CST11/KLK7/BPIFA2/EPPIN/CXCL13/FGB/NPY/DEFB126/DEFB118/LYPD8/RNASE8/BPIFA1/WFDC10A,108
GO:0042886,amide transport,110/4355,333/17400,0.3303303303303303,1.3198043048789319,3.4045679777452804,5.725227032125029e-4,0.009370740020577877,0.007478863395494938,BMP8A/TFR2/CRHBP/ACVR1C/TRPA1/GNAI1/NNAT/LEP/AQP7/RBP4/ABCD2/SLC25A22/CAMP/VGF/MLXIPL/GPLD1/GPR68/ILDR2/TOR2A/PRKN/RAPGEF3/PRKD1/SLC25A39/FOXO1/BRSK2/CD209/SCT/RAB3A/ITSN1/AQP1/UQCC2/HADH/FFAR4/PASK/STX1A/SLC7A11/SLC30A8/ABCC5/VIP/NMU/IL6/SLC38A5/NKX6-1/ABCB1/ECRG4/KCNB1/TAP1/PER2/F2RL2/ABCA1/FOLR2/PLTP/ADRA2A/ACSL4/IRS2/SOX4/NPY2R/SREBF1/SLC14A2/UCN/TRPM5/CCN3/HMGA2/CLEC4M/S100A8/EDN1/RIMS2/SLC15A5/GAL/IFNG/KCNA5/ADCY8/EDN3/ABAT/FFAR3/BLK/SYT7/CCL5/FAM3D/MYRIP/MGST1/F2/SMPD3/KCNJ11/TRH/ILDR1/POU3F3/DOC2B/ADCY5/PDX1/RASL10B/EPHA5/DRD2/SSTR5/PTPRN2/GHSR/SLC15A1/NR1H4/UMOD/CWH43/ABCA12/MTNR1B/FGB/FOLR3/CRHR1/TNFSF11/CA2/UCN3/GHRHR/HTR2C,110
GO:0008037,cell recognition,62/4355,170/17400,0.36470588235294116,1.457148645910718,3.4607756123426725,5.746588036127663e-4,0.009370740020577877,0.007478863395494938,CCT3/CD36/PEAR1/ROBO3/MASP1/ROBO4/CD209/NDN/CNTNAP2/CDK5R1/CLGN/PECAM1/CNTNAP3/CCR7/IGSF9/MASP2/EPHA4/EPHB1/NEXN/FCGR1A/PLA2G5/NRP1/VCAN/C4BPA/FOLR2/SPACA4/SEMA5A/ZAN/NEDD9/CD5/CCL21/CD6/ATP8B3/PCSK4/GZMK/C4B/CLEC4M/C4A/FUT3/CLEC7A/SFTPA1/ROBO2/CCL19/COLEC10/PTX3/FEZF2/CRTAM/PCDHA7/NCAM2/FOXG1/SPPL2C/NCR3/NRCAM/ZPBP/ASTL/CNR1/ADAM18/CRISP1/FCN2/ZP4/FOLR3/LYPD4,62
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,99/4355,295/17400,0.33559322033898303,1.3408316954990367,3.411329153169481,5.771329989397912e-4,0.009370740020577877,0.007478863395494938,CEP55/UNC5B/SPRY2/KLF4/NTRK2/FN1/CAT/LEP/DDR2/MAZ/DCAF13/ADAM8/MIR145/FERMT2/TMEM100/RELN/PDE3B/PROS1/VAV2/PDGFD/RAPGEF3/PRKD1/P2RY12/IL33/TYRO3/DCN/AKR1C3/CX3CL1/FGF2/CAV3/RET/EGFR/GDF15/AKR1C2/TEK/FGFR3/PECAM1/KIT/CSF3/ANGPT1/MMP3/PDGFRA/PPARA/PTPN1/CCR7/PTPN6/IGF1/ITGB1BP1/RASGRP1/MST1R/C1QTNF1/AIM2/EPHA8/CD19/LIME1/DDR1/GATA3/PDGFA/ADRA2A/IRS2/THPO/F2R/SEMA5A/SERPINE2/CCL21/IL18/TWIST1/VAV3/ERFE/PPP1R16B/HBEGF/GRM2/SERPINA12/SELP/GFRAL/XBP1/PIP5K1B/OSM/CCL19/IGF2/NTF3/AGT/CCL5/MIR126/ADRA2B/CX3CR1/F2/SMPD3/MSTN/LIN28A/NDP/RASD2/CALCR/EGF/NTS/NRXN1/DRD2/FLT3/TNFSF11,99
GO:0010927,cellular component assembly involved in morphogenesis,50/4355,131/17400,0.3816793893129771,1.5249647242355457,3.4847077114261182,5.800862175337525e-4,0.009370740020577877,0.007478863395494938,MYOM1/KNL1/CFL2/LMOD1/MYH11/TNNT1/PGM5/PRKD1/TMOD1/MYOM2/PROX1/NECTIN2/TNNT3/CAV3/ANK2/MYOZ2/MYL9/PDGFRA/CAPN3/SIX4/MYH3/CSRP1/CCDC136/FHOD3/TPPP/KRT19/CCDC38/FLNC/TTN/ACTN2/LDB3/MYBPC1/EDN1/MYOM3/MYL2/PLN/MYBPH/NKX2-5/ANKRD1/SPPL2C/MYH6/OBSCN/ZPBP/MAG/LMOD2/ACTC1/IHH/PLA2G3/ACTA1/MYBPC2,50
GO:0021987,cerebral cortex development,50/4355,131/17400,0.3816793893129771,1.5249647242355457,3.4847077114261182,5.800862175337525e-4,0.009370740020577877,0.007478863395494938,WDR62/TACC3/KIF14/ASPM/NTRK2/CDK5/DIXDC1/LHX2/MBOAT7/RELN/MGARP/TACC1/P2RY12/BAX/KCNA2/FOXP2/LRP8/CNTNAP2/FOS/EGFR/LHX6/CDK5R1/EMX1/SLC2A1/ASCL1/FAT4/PAX6/MDK/CCDC141/SLIT2/EOMES/EMX2/ARHGAP11B/PAX5/KIF26A/COL3A1/CDK5R2/CDH2/FILIP1/ARX/DMRTA2/POU3F3/FOXG1/TBR1/NEFL/HTR6/POU3F2/NPY/CCDC39/NKX2-1,50
GO:0032989,cellular anatomical entity morphogenesis,50/4355,131/17400,0.3816793893129771,1.5249647242355457,3.4847077114261182,5.800862175337525e-4,0.009370740020577877,0.007478863395494938,MYOM1/KNL1/CFL2/LMOD1/MYH11/TNNT1/PGM5/PRKD1/TMOD1/MYOM2/PROX1/NECTIN2/TNNT3/CAV3/ANK2/MYOZ2/MYL9/PDGFRA/CAPN3/SIX4/MYH3/CSRP1/CCDC136/FHOD3/TPPP/KRT19/CCDC38/FLNC/TTN/ACTN2/LDB3/MYBPC1/EDN1/MYOM3/MYL2/PLN/MYBPH/NKX2-5/ANKRD1/SPPL2C/MYH6/OBSCN/ZPBP/MAG/LMOD2/ACTC1/IHH/PLA2G3/ACTA1/MYBPC2,50
